ID,Name,Age,Gender,Country,Date of Joining,Salary,Department,Performance Score,Active
13025,Sara Fernandez,25,F,Saint Barthelemy,2014-10-22,85491.49,Sales,3,False
13026,Maria Cook,28,M,Macedonia,2015-05-23,48496.87,Engineering,5,False
13027,Alan Peterson,19,M,Tanzania,2019-01-12,54583.76,Marketing,4,True
13028,Jessica Lawson,27,F,Senegal,2023-09-19,71349.87,HR,3,False
13029,Raymond Hess,29,M,Gambia,2016-10-23,82775.04,Marketing,3,False
13030,Mitchell Simon,31,F,Belize,2015-02-18,35987.72,Engineering,4,True
13031,Michael Anderson,37,F,Papua New Guinea,2024-06-10,31210.49,Engineering,1,True
13032,Julie Bryant,49,M,Ghana,2021-10-05,60014.15,Engineering,7,False
13033,Michael Miller,49,F,Reunion,2017-03-26,34298.42,Finance,7,False
13034,Laura Thompson,48,F,Tuvalu,2021-01-10,111414.14,HR,7,True
13035,Brett Dixon,40,M,Cyprus,2015-07-21,84064.56,HR,5,True
13036,Michael Johnson,58,F,Fiji,2023-06-25,118050.43,HR,5,False
13037,Rachel Daniels,19,M,Solomon Islands,2021-10-03,45856.75,Finance,2,True
13038,Michael Haas,55,M,Turks and Caicos Islands,2015-11-21,83035.95,Finance,6,False
13039,Kurt Sanders,55,M,Israel,2016-12-03,73664.63,Marketing,9,True
13040,Miguel Gardner,61,F,Lithuania,2019-10-30,30945.92,Marketing,8,True
13041,Gene Cook,39,M,Azerbaijan,2019-12-17,115602.37,Marketing,2,False
13042,Mary Mayer,60,F,Israel,2021-10-25,61516.73,Engineering,6,False
13043,Brandon Williams,55,F,Jamaica,2019-07-16,61983.3,Finance,1,True
13044,Keith Johnson,19,F,Saudi Arabia,2021-04-17,57078.95,Marketing,5,True
13045,Matthew Young,32,F,Zambia,2023-06-11,86743.31,Finance,3,False
13046,John Harmon,27,M,Nauru,2017-01-24,95263.69,Engineering,2,True
13047,Deanna Silva,44,M,Ukraine,2019-05-04,75587.92,Finance,9,True
13048,Evelyn Lara,24,F,South Africa,2015-10-23,69200.08,Sales,1,True
13049,Evan Mcclure,42,F,Vietnam,2019-03-12,106560.12,Finance,2,True
13050,Jason Harrison,21,F,United Arab Emirates,2017-01-05,100477.32,Sales,9,True
13051,Theresa Mcdonald,45,M,Hong Kong,2024-07-02,82580.24,HR,7,True
13052,Aaron Fischer,35,M,Georgia,2017-04-12,105140.91,Engineering,9,False
13053,Christopher Evans,32,F,Hungary,2017-11-11,61083.96,Sales,3,True
13054,Willie Wells,37,M,Nigeria,2020-03-10,104185.63,Engineering,8,False
13055,Jason Hill,48,M,Greece,2016-12-30,61552.81,Sales,7,False
13056,Todd Patel,23,F,Uruguay,2016-11-09,111910.47,Marketing,3,True
13057,Kyle Schmidt,19,F,Malawi,2016-06-14,79569.64,Marketing,7,False
13058,Ashley Mcgee,27,F,Guam,2015-03-06,67828.68,HR,4,False
13059,Derrick Cooper,38,F,Micronesia,2017-06-12,79758.85,Sales,8,False
13060,Adrian Hammond,19,F,Anguilla,2022-08-13,62790.09,Finance,6,True
13061,Gregory Rogers,22,M,Guinea,2018-12-06,116879.02,HR,7,True
13062,Katherine Leach,30,F,Saint Martin,2024-05-20,46045.32,Finance,2,False
13063,Michelle Gonzalez,23,M,Cape Verde,2023-07-12,71382.07,Marketing,5,True
13064,Paul Cooper,32,F,Saudi Arabia,2014-10-27,73547.21,Sales,4,True
13065,Tyler Kelly,47,M,Antarctica (the territory South of 60 deg S),2020-07-14,35957.89,Finance,9,True
13066,Jacob Munoz,49,M,Saint Helena,2016-02-26,95804.93,Finance,7,True
13067,Megan Campbell,38,M,Georgia,2023-01-28,118738.74,Engineering,7,False
13068,Adrian Woodard,19,M,Tanzania,2024-02-11,55136.11,HR,4,False
13069,Brenda Allen,45,F,Zimbabwe,2019-10-03,67987.84,Sales,4,True
13070,Robert Hatfield,32,F,French Polynesia,2021-05-18,35193.67,Finance,5,False
13071,Brandon Carrillo,46,M,Comoros,2019-07-13,43619.8,Finance,7,True
13072,Ashley Clements,34,F,Jordan,2016-10-19,97712.9,Marketing,1,False
13073,Rachel Wong,61,F,Cayman Islands,2017-01-28,36626.55,Finance,8,True
13074,Candace Mcclain,43,F,Dominican Republic,2019-01-08,98588.38,Engineering,6,True
13075,Michael Macdonald,48,F,France,2024-06-26,112052.4,Finance,2,True
13076,Colin Wyatt,26,M,Palau,2014-12-06,50383.99,Engineering,5,False
13077,Carla Cooley,30,M,Cape Verde,2017-12-02,41445.89,Marketing,7,False
13078,Kevin Vazquez,37,F,Georgia,2016-04-03,107134.61,Finance,3,True
13079,Crystal Garcia,38,F,Sri Lanka,2016-10-06,54748.65,HR,1,False
13080,Bryan Proctor,63,M,Honduras,2020-05-17,97956.3,Finance,5,False
13081,Leah Adams,58,F,Saint Kitts and Nevis,2023-05-15,81134.97,Sales,3,True
13082,Daniel Pittman,60,M,China,2020-10-22,68875.46,HR,3,True
13083,Carol Clark,24,F,New Zealand,2020-12-11,96784.39,Sales,5,False
13084,Edwin Walton,30,F,Lesotho,2014-11-10,104416.38,HR,1,True
13085,Melissa Dougherty,46,F,Guadeloupe,2016-11-13,44794.48,Sales,5,True
13086,Brandon Stevens,49,M,Armenia,2017-09-17,91881.26,Marketing,1,True
13087,Jermaine Brewer,26,F,United Arab Emirates,2015-12-28,37598.55,Sales,8,True
13088,Wayne Bradshaw,26,F,Bahrain,2021-05-12,37256.92,Engineering,9,True
13089,Nancy Melton DDS,32,F,Seychelles,2016-12-20,51604.43,Marketing,3,True
13090,Phillip Rodriguez,34,M,Burundi,2022-05-27,105787.23,HR,4,True
13091,Paul Alexander,57,F,Ireland,2018-08-24,83104.62,Engineering,7,True
13092,Jon Obrien,26,M,Nepal,2023-12-04,59779.33,HR,2,True
13093,Jose White,18,M,Mayotte,2015-12-01,116451.2,HR,9,False
13094,Stephanie Williams,31,F,Dominican Republic,2019-03-01,64627.87,Marketing,6,False
13095,Timothy Jackson,18,F,Bouvet Island (Bouvetoya),2020-06-29,117534.16,Finance,1,True
13096,John Payne,55,M,Russian Federation,2023-06-05,64594.64,Finance,9,True
13097,Mario Hopkins,51,M,Western Sahara,2022-06-06,112705.27,HR,9,False
13098,John Lawson,43,F,United Arab Emirates,2024-10-06,74727.92,Finance,3,True
13099,Jacob Rangel,50,F,Malaysia,2015-04-19,41229.91,HR,7,True
13100,Matthew Harris,26,F,Ecuador,2020-12-25,57545.13,Finance,9,False
13101,Rhonda Edwards,30,F,Antigua and Barbuda,2021-06-06,43279.39,Finance,7,True
13102,Daniel Campbell,52,F,Guatemala,2019-11-02,104804.72,Finance,6,False
13103,Jennifer Jones,44,F,Saint Lucia,2019-12-31,111853.68,Engineering,5,True
13104,Nicole Smith,62,M,Panama,2017-06-13,87710.83,Engineering,1,False
13105,Vicki Bond,35,M,Monaco,2020-10-17,37027.93,Sales,3,False
13106,Austin Murphy,59,F,Korea,2017-06-25,107484.65,Finance,8,False
13107,Dawn Meyer,48,M,Saint Barthelemy,2023-11-14,50144.83,Engineering,1,False
13108,Brenda Arnold,43,F,Cook Islands,2020-07-13,82322.41,HR,8,True
13109,Jennifer Hall,54,F,Seychelles,2019-08-10,72829.47,Finance,3,False
13110,Ethan Robertson,30,M,United States Minor Outlying Islands,2019-12-16,85500.18,Marketing,6,True
13111,Angel Gallegos,64,F,Serbia,2016-03-30,78482.29,Engineering,5,True
13112,Kathleen Lynch,37,M,Niger,2021-08-20,118622.4,Sales,7,False
13113,Jose Cox,51,M,Northern Mariana Islands,2022-02-15,119188.01,Finance,4,True
13114,Joel Schmidt,63,M,Puerto Rico,2021-11-24,44563.26,Sales,6,False
13115,Mark Schneider,21,F,United Arab Emirates,2017-07-30,106103.66,Sales,1,False
13116,William Scott,29,F,Libyan Arab Jamahiriya,2017-09-18,59822.03,Finance,7,True
13117,Manuel Valencia,29,F,Ethiopia,2021-09-24,41086.53,Sales,5,False
13118,Kimberly Quinn,61,M,Pakistan,2017-07-23,44146.51,Sales,1,False
13119,Christopher Sanchez,27,F,Rwanda,2016-10-08,115628.3,Marketing,8,False
13120,Robert Morales,52,F,Cayman Islands,2016-04-16,72280.0,Engineering,8,True
13121,Jessica Hicks,46,M,Sweden,2022-04-22,38567.5,Marketing,3,False
13122,Heather Evans,35,F,Pakistan,2016-01-18,46770.45,HR,4,False
13123,Wendy Todd,45,M,Guadeloupe,2018-09-25,93343.15,Sales,6,True
13124,Ryan Brown,42,F,Sudan,2022-09-02,74315.5,Marketing,2,True
13125,Derrick Smith,64,M,Niger,2023-12-20,60435.33,Engineering,9,True
13126,George Martinez,45,F,Belarus,2017-03-11,99059.08,HR,9,True
13127,Colin Medina,64,M,Yemen,2020-06-29,85659.67,Finance,7,True
13128,Danielle Abbott,41,M,Niger,2020-08-05,100180.42,HR,2,True
13129,Luis Brown,47,F,Bermuda,2022-11-15,67312.52,Marketing,9,False
13130,Andrew Bird,30,F,Maldives,2018-05-05,107650.32,HR,6,False
13131,Theresa Mcneil,35,F,Mexico,2016-09-06,82704.25,Engineering,3,True
13132,Gail Evans,35,F,Ireland,2020-11-19,51691.38,Finance,4,False
13133,Philip Mercer,43,M,Dominica,2019-05-13,82748.16,Engineering,8,True
13134,Christine Hall,31,M,Brazil,2020-01-30,60719.7,Finance,1,True
13135,Nicole Hughes,32,M,Comoros,2024-01-02,39685.92,Finance,6,False
13136,Brian Ross,58,F,Cuba,2019-06-14,89620.96,HR,8,True
13137,William Sheppard,20,M,Korea,2021-05-26,61090.25,HR,8,False
13138,Benjamin Tucker,56,F,Seychelles,2020-09-27,100859.21,Finance,3,True
13139,Andrew Gomez,28,M,Saint Martin,2024-07-25,59851.43,Marketing,3,False
13140,Shannon Henderson,29,M,Heard Island and McDonald Islands,2021-08-17,75508.21,HR,6,True
13141,Christopher Lynch MD,55,F,Morocco,2024-02-20,70572.38,Marketing,6,False
13142,Kelly Paul,33,M,France,2015-03-13,112130.77,Finance,7,False
13143,Elizabeth Chavez,28,F,Tokelau,2018-02-08,55077.72,Sales,2,False
13144,Theresa White,38,M,Ukraine,2019-06-26,45434.06,Sales,5,True
13145,Elijah Smith,61,F,Turks and Caicos Islands,2021-07-11,45358.78,Sales,5,True
13146,Ashley Acosta,33,M,Gibraltar,2017-04-22,34719.4,Finance,7,False
13147,Lisa Wright,29,F,Chile,2023-06-21,42905.52,Engineering,9,True
13148,Michelle Baker,54,M,Croatia,2018-03-14,100799.13,Marketing,9,True
13149,Amber Thompson,41,F,Taiwan,2021-08-28,47639.31,Engineering,6,False
13150,Jason Buchanan,62,F,Palestinian Territory,2020-03-23,93529.1,Engineering,2,True
13151,Douglas Perkins,47,F,South Georgia and the South Sandwich Islands,2018-10-09,96520.29,HR,8,True
13152,James Tucker,40,M,Bosnia and Herzegovina,2019-01-29,102824.93,HR,6,True
13153,Andrew Ramos,19,F,New Zealand,2023-12-21,95264.51,Engineering,5,False
13154,Wanda Peterson,60,F,Mauritius,2021-07-04,96534.12,Engineering,1,False
13155,Angela King,49,F,Samoa,2019-12-18,31111.43,Marketing,3,True
13156,Carlos Nelson,21,F,Egypt,2016-04-28,32431.92,Sales,8,True
13157,Roger Ortiz,58,M,Macao,2016-05-30,35509.75,Marketing,1,False
13158,Carol Burns,33,F,Austria,2017-09-05,80696.41,Marketing,6,False
13159,Julie Miller,31,F,Barbados,2020-01-07,96849.59,Engineering,6,False
13160,Sandra Johnson,29,F,Congo,2024-05-23,34379.59,Sales,7,True
13161,Rebecca Martin,31,F,Armenia,2020-03-23,50183.19,Marketing,9,True
13162,Jordan Curtis,27,M,Montserrat,2017-07-01,109962.73,HR,8,True
13163,Stephanie Santiago,60,M,Saudi Arabia,2016-12-03,50290.81,HR,8,True
13164,Michael Lucas,57,M,Antarctica (the territory South of 60 deg S),2021-12-22,65589.37,Sales,6,False
13165,Lisa Peterson,29,F,San Marino,2020-04-11,103675.85,Marketing,4,False
13166,Trevor Sanchez,22,M,Jamaica,2015-07-23,92616.81,Finance,8,True
13167,Suzanne Logan,47,F,Netherlands Antilles,2018-12-15,76276.8,Marketing,5,True
13168,Amber Young,37,F,Lesotho,2020-11-24,77823.58,Finance,5,False
13169,Ashley Shaw,58,F,Swaziland,2015-01-02,63398.08,Finance,7,True
13170,Sarah Hoover,24,F,Senegal,2020-08-11,99892.57,HR,2,False
13171,Christopher Shaw,50,M,Mozambique,2018-01-14,113364.36,Engineering,4,True
13172,Austin Patel,57,M,Lesotho,2017-07-03,67830.49,Marketing,8,True
13173,Grace Trevino,53,F,Panama,2022-12-27,81372.72,Engineering,6,True
13174,Donald Robinson,21,F,Bermuda,2014-10-25,45478.99,Sales,2,False
13175,Trevor Mendez,18,F,Tokelau,2016-09-06,62315.11,Marketing,7,False
13176,Nancy Randall,22,F,Palestinian Territory,2022-03-11,62163.7,Marketing,4,False
13177,Jaime Gonzales,54,M,Tuvalu,2023-02-11,33884.49,Finance,7,True
13178,Jennifer Garcia,29,M,Wallis and Futuna,2021-02-04,98247.07,Engineering,7,False
13179,Jacqueline Clayton,35,F,Cook Islands,2024-01-17,95921.18,Engineering,6,True
13180,Mark Livingston,35,M,United States Minor Outlying Islands,2018-11-09,117448.84,Engineering,8,False
13181,Gloria Valdez,40,F,Guernsey,2017-04-19,34903.28,Sales,6,False
13182,Michele Phillips,37,M,Kenya,2019-10-17,74521.95,Sales,8,True
13183,David Petty,63,M,Latvia,2020-10-09,76324.19,Marketing,4,False
13184,Jeffrey Powell,59,M,Niue,2019-07-10,52799.57,Finance,2,False
13185,Mark Cantrell,34,F,Costa Rica,2024-04-03,46803.05,Sales,8,False
13186,Michael Smith,22,M,Switzerland,2017-09-17,32118.75,Marketing,5,True
13187,Julie Gibson,36,M,Costa Rica,2015-11-22,108559.09,Engineering,8,True
13188,Catherine Chandler,59,M,Tonga,2019-06-20,47641.57,Engineering,7,False
13189,Stephanie Smith,59,M,Iran,2024-06-17,50924.33,Sales,4,False
13190,Amber Villarreal,46,F,Dominica,2017-12-08,46041.0,Marketing,3,True
13191,Leslie Herman,38,F,Ecuador,2016-11-11,46581.54,Marketing,6,True
13192,Christopher Baker,29,F,British Indian Ocean Territory (Chagos Archipelago),2016-11-15,108446.34,HR,1,True
13193,Kyle Rush,30,F,Nigeria,2018-02-23,73827.91,HR,9,True
13194,Madison Johnson,56,M,Kenya,2018-05-13,69653.23,Sales,1,False
13195,Cynthia Gibson,28,M,Iceland,2015-10-08,69186.68,HR,9,False
13196,Dr. Stacy Johnson,53,M,Poland,2014-12-26,83964.08,Sales,9,True
13197,Carolyn Mckee,32,M,Mongolia,2024-01-25,116707.4,Engineering,1,False
13198,Stacy Lewis,30,M,Argentina,2016-03-19,82647.12,HR,4,True
13199,Linda Kaufman,31,M,Palau,2015-05-15,113737.33,Marketing,4,True
13200,Michael Chan,63,M,Marshall Islands,2018-07-25,33933.96,Sales,6,True
13201,Sherry Hopkins,53,M,Macedonia,2019-12-31,101570.77,Finance,1,True
13202,Stephanie Williams,20,M,Martinique,2022-10-18,55418.27,Finance,9,False
13203,Dr. William Price,30,F,Dominica,2020-12-31,33019.79,Finance,9,False
13204,Michael Wolfe,38,M,Cocos (Keeling) Islands,2018-11-21,100885.62,Finance,6,False
13205,Susan Willis,21,F,Moldova,2018-12-01,39593.89,Finance,1,False
13206,Betty Golden,54,F,Guatemala,2021-04-06,45527.96,Sales,9,False
13207,Carrie Hicks,32,F,Japan,2021-03-30,46446.54,Finance,3,False
13208,Bradley Hudson,35,F,Cayman Islands,2019-08-30,57617.03,Finance,9,False
13209,Laura Garcia,28,F,Saint Barthelemy,2024-08-01,36171.69,Finance,6,True
13210,Cory Ibarra,37,F,Jamaica,2024-02-13,66099.43,Finance,7,False
13211,Katherine Washington,27,M,Guyana,2017-12-10,30067.26,Sales,6,True
13212,Marisa Hernandez,42,M,Cocos (Keeling) Islands,2020-07-07,66881.69,HR,6,False
13213,Bradley Gardner,20,M,Botswana,2020-12-31,49084.79,Sales,3,True
13214,Michael Hooper,51,M,Azerbaijan,2020-02-29,78580.08,Marketing,9,False
13215,Stephanie Garcia,45,M,Mongolia,2023-04-13,92984.17,Finance,1,False
13216,Sheena Jones,48,M,Sudan,2023-10-06,87757.4,Marketing,5,False
13217,Sara Davis,19,M,China,2020-09-08,64587.07,Sales,2,True
13218,Kathleen Brown,37,M,Libyan Arab Jamahiriya,2017-01-24,40448.66,Sales,5,False
13219,Amanda Bush,26,F,Cyprus,2016-06-28,105544.64,Finance,1,False
13220,Crystal Reid,60,F,Chad,2015-11-20,61831.57,Engineering,5,True
13221,Jamie Tucker,47,F,Netherlands Antilles,2021-09-13,90879.9,Sales,8,False
13222,Samantha Lucas,29,F,Bermuda,2017-09-04,93711.97,Marketing,7,True
13223,Mr. Ralph Evans,36,F,Martinique,2017-08-27,55711.55,Sales,6,False
13224,Joyce Burns,32,M,Martinique,2020-12-13,93394.19,Engineering,5,True
13225,Raymond Williams,19,M,San Marino,2017-04-22,119384.01,Marketing,4,True
13226,April Shah,60,F,Libyan Arab Jamahiriya,2016-07-11,79573.95,Sales,1,False
13227,Anna Howard,25,M,Macao,2024-09-25,46280.36,HR,5,False
13228,Ashley Simon,18,F,Bhutan,2017-06-10,66090.92,Engineering,3,False
13229,Nicole Valentine,54,M,Georgia,2023-11-15,76076.2,Marketing,9,True
13230,Stacey Medina,51,F,Guadeloupe,2014-11-20,32531.14,Marketing,5,True
13231,Kevin Williams,32,F,Suriname,2024-02-04,76041.74,Finance,8,True
13232,Stephanie Peterson,39,M,Poland,2022-10-01,80578.99,Finance,5,False
13233,Gary Sanchez,25,F,Christmas Island,2023-09-05,76500.88,Engineering,4,True
13234,Keith Doyle,27,M,Monaco,2019-02-17,119118.81,Sales,5,False
13235,Charles Mills,31,M,Christmas Island,2016-01-02,54062.41,Marketing,7,False
13236,Erica Lopez,45,F,Tonga,2018-10-14,100969.36,Engineering,7,True
13237,Tammy Allen,27,M,Bhutan,2024-01-23,90778.53,Marketing,8,False
13238,Michelle Moon,35,F,Mozambique,2023-03-28,57246.85,HR,4,True
13239,Ann Mccormick,21,F,Saint Martin,2020-10-01,50552.07,Finance,2,True
13240,Robert Phelps MD,41,F,Bermuda,2015-03-27,55336.64,Sales,7,False
13241,Jessica Compton,58,F,Lithuania,2023-03-10,110903.54,Marketing,8,False
13242,Linda Payne,39,F,Netherlands Antilles,2020-10-07,90481.09,Sales,8,False
13243,Rhonda Mcdonald,18,M,Kenya,2017-06-23,30675.6,HR,2,True
13244,Kevin Simpson,21,F,Malawi,2016-12-17,115215.69,HR,7,False
13245,Larry Jenkins,54,M,Turkey,2024-01-08,64239.24,Sales,2,True
13246,Jeremy Stewart,64,F,Tokelau,2018-07-20,105275.01,Engineering,9,True
13247,Derek Carter,35,M,Angola,2020-04-06,59604.15,Sales,5,False
13248,Mark Daniels,18,M,Slovenia,2019-01-21,74238.59,Sales,7,True
13249,Andrea Melton,23,M,Greece,2018-01-15,103157.79,Marketing,5,True
13250,Robert Miles,45,M,Suriname,2016-10-09,41909.65,Engineering,1,True
13251,Justin Patel,53,F,United States Virgin Islands,2016-04-21,47373.9,Engineering,5,False
13252,Patricia Larson,28,F,Trinidad and Tobago,2016-01-13,37928.36,Sales,8,True
13253,Samantha Brooks,36,M,Saint Barthelemy,2023-08-21,51840.32,Marketing,2,False
13254,Timothy Simpson,57,F,Guatemala,2019-04-18,56540.71,Marketing,7,False
13255,Nathan Evans,44,F,Oman,2017-01-19,82525.13,Marketing,6,True
13256,Jeffrey Jordan,28,M,Saudi Arabia,2024-07-03,88361.75,Finance,5,True
13257,Frank Reeves,20,F,Korea,2018-11-13,38974.31,Engineering,5,True
13258,Leslie Weber,48,F,Papua New Guinea,2024-07-07,111994.08,Sales,8,True
13259,Kristina Thompson,39,F,Afghanistan,2023-09-20,49068.84,Engineering,6,True
13260,Kerri Ramos,63,M,Poland,2021-02-03,70102.23,Marketing,8,False
13261,William Graham,47,M,Myanmar,2023-05-18,80118.47,Marketing,6,False
13262,Kimberly Brown,18,F,Slovakia (Slovak Republic),2021-10-10,71497.19,Sales,9,True
13263,Cory Riggs,27,F,Guam,2014-12-02,92754.53,Marketing,5,False
13264,Anthony Howe,31,F,Palestinian Territory,2014-12-10,92729.11,Engineering,9,True
13265,Courtney Jensen,58,M,Rwanda,2021-10-11,63205.09,Engineering,5,False
13266,Andrea Hodge,41,M,Tuvalu,2022-12-26,45722.66,Engineering,6,True
13267,Tiffany Wiggins,38,F,Brunei Darussalam,2018-01-09,62253.8,HR,1,False
13268,Aaron Crane,58,M,Bahrain,2016-02-04,33716.73,Finance,3,False
13269,Gregory Rodriguez,26,F,Christmas Island,2018-08-23,84695.24,Sales,7,False
13270,Gregory Hardin,59,M,Cuba,2020-06-30,98366.64,HR,4,False
13271,Kimberly Mann,51,M,Albania,2017-04-19,44161.97,Engineering,2,False
13272,Kelly Jones,20,F,French Guiana,2019-09-13,71695.02,Sales,7,False
13273,Rachel Thomas,58,M,Congo,2014-12-01,116395.78,Marketing,8,True
13274,Christian Johnson,51,M,Niger,2015-12-05,113377.13,Sales,4,True
13275,Brenda Castillo,38,M,Cameroon,2024-02-10,44554.63,Sales,7,False
13276,Michael Jennings,57,M,Panama,2018-09-27,113134.0,Marketing,9,False
13277,Robert Velazquez,47,F,Kazakhstan,2019-08-25,58805.98,Finance,9,True
13278,Joanne Long,62,M,Eritrea,2016-05-15,103610.26,Marketing,5,True
13279,Lori Farmer,27,M,Grenada,2019-05-04,98608.2,Engineering,7,False
13280,Jason Long,50,F,Madagascar,2014-12-25,36064.3,Marketing,4,False
13281,Andrew Mills,54,F,Mozambique,2017-01-11,100979.63,Finance,1,True
13282,Kathy Delacruz DVM,20,F,Anguilla,2018-01-08,38571.13,Sales,6,True
13283,Jeffery Welch,58,M,Tonga,2021-12-17,75083.12,HR,9,True
13284,Natalie Hernandez,38,M,South Georgia and the South Sandwich Islands,2023-11-21,118253.38,Engineering,3,True
13285,Douglas Cruz,63,F,Jersey,2023-12-05,78990.18,HR,2,False
13286,Richard Werner,25,M,Uruguay,2024-04-05,42759.88,Engineering,1,True
13287,Evan Graham,21,M,Namibia,2018-07-13,91255.52,Marketing,3,True
13288,George Warren,62,F,Benin,2017-07-28,119106.2,HR,1,False
13289,Joseph Anderson,57,M,Pakistan,2024-05-22,32213.04,Finance,7,True
13290,Maria Richardson,48,F,Bahrain,2021-03-27,90941.88,Sales,2,True
13291,John Wilson,20,M,Saint Vincent and the Grenadines,2017-01-03,54397.93,Engineering,8,True
13292,Carla Brown,35,F,Gabon,2023-04-27,83732.0,HR,4,False
13293,Andrew Hoffman,56,M,Benin,2022-08-27,84453.34,Engineering,2,True
13294,John Stark,52,M,Wallis and Futuna,2022-08-07,100423.75,Engineering,4,False
13295,Ronald Morgan,26,F,Chile,2017-01-13,119260.17,Sales,2,True
13296,Julie Hansen,32,F,Kazakhstan,2020-04-06,41727.36,Sales,7,True
13297,Gregory Brown,44,F,Kenya,2016-01-04,51839.63,HR,3,True
13298,Alicia Schultz,35,F,Portugal,2022-04-21,32292.94,Sales,1,True
13299,Timothy Munoz,50,M,Isle of Man,2022-06-21,46230.93,HR,2,True
13300,Catherine Holt,56,M,Uganda,2023-12-17,81188.04,Sales,1,True
13301,Jeremy Rich DDS,61,F,Chad,2024-02-07,82485.2,Finance,5,False
13302,Richard Norris,53,F,Macao,2015-09-02,81967.93,Sales,8,False
13303,Holly Miller,59,M,Brazil,2021-03-15,116623.55,Engineering,7,False
13304,James Stewart,24,M,Taiwan,2016-11-23,39502.52,HR,4,False
13305,Daniel Burch,52,M,Italy,2021-07-03,44001.95,Marketing,5,False
13306,John Bailey,38,M,Sudan,2020-06-22,47597.01,Finance,3,True
13307,Bradley Baker DDS,19,F,South Georgia and the South Sandwich Islands,2021-01-05,55002.29,Engineering,1,True
13308,Carmen Miller,20,F,Belgium,2019-06-24,49791.55,Sales,1,True
13309,Tyler Stevens,61,F,Turks and Caicos Islands,2015-12-07,56650.71,Sales,5,True
13310,Blake Watkins,52,F,Greenland,2016-02-09,97715.12,Sales,6,True
13311,Tina Green,36,M,Kiribati,2015-10-26,67725.06,Engineering,6,False
13312,Kenneth Bender,35,F,Chile,2023-10-07,33422.04,Engineering,3,True
13313,Michael Haynes,51,F,Mozambique,2015-07-21,52362.98,Sales,4,False
13314,Elizabeth Ingram,60,F,Dominican Republic,2015-10-11,99046.57,HR,5,False
13315,Patty Snyder,60,M,Panama,2022-12-01,96543.34,Finance,4,False
13316,Phillip Price,36,M,Ukraine,2021-03-27,94540.68,Marketing,1,True
13317,Nathaniel Beck,26,F,United States Virgin Islands,2018-04-01,95856.58,Sales,7,True
